codigo_identificacao_cliente;codigo_segmento;codigo_tipo_pessoa;cnpj;numero_agencia;numero_conta_corrente;numero_digito_verificador
00263ytu-5bc3-3c6a-9933-efe63d58d3498;;1;860005608;3479;25701;0
00263ytu-5bc3-3c6a-9933-efe63d58d3499;;1;860005612;3480;25702;2
00263ytu-5bc3-3c6a-9933-efe63d58d3500;;1;860005616;3481;25703;8
00263ytu-5bc3-3c6a-9933-efe63d58d3501;;1;860005620;3482;25704;1
00263ytu-5bc3-3c6a-9933-efe63d58d3502;;1;860005624;3483;25705;0
00263ytu-5bc3-3c6a-9933-efe63d58d3503;;1;860005628;3484;25706;9
00263ytu-5bc3-3c6a-9933-efe63d58d3504;;1;860005632;3485;25707;8
00263ytu-5bc3-3c6a-9933-efe63d58d3505;;1;860005636;3486;25708;3
00263ytu-5bc3-3c6a-9933-efe63d58d3506;;1;860005640;3487;25709;8
00263ytu-5bc3-3c6a-9933-efe63d58d3507;;1;860005644;3488;25710;1
00263ytu-5bc3-3c6a-9933-efe63d58d3508;;1;860005648;3489;25711;4
00263ytu-5bc3-3c6a-9933-efe63d58d3509;;1;860005652;3490;25712;6
00263ytu-5bc3-3c6a-9933-efe63d58d3510;;1;860005656;3491;25713;6
00263ytu-5bc3-3c6a-9933-efe63d58d3511;;1;860005660;3492;25714;8
00263ytu-5bc3-3c6a-9933-efe63d58d3512;;1;860005664;3493;25715;8
00263ytu-5bc3-3c6a-9933-efe63d58d3513;;1;860005668;3494;25716;4
00263ytu-5bc3-3c6a-9933-efe63d58d3514;;1;860005672;3495;25717;4
00263ytu-5bc3-3c6a-9933-efe63d58d3515;;1;860005676;3496;25718;9
00263ytu-5bc3-3c6a-9933-efe63d58d3516;;1;860005680;3497;25719;4
00263ytu-5bc3-3c6a-9933-efe63d58d3517;;1;860005684;3498;25720;0
00263ytu-5bc3-3c6a-9933-efe63d58d3518;;1;860005688;3499;25721;0
00263ytu-5bc3-3c6a-9933-efe63d58d3519;;1;860005692;3500;25722;4
00263ytu-5bc3-3c6a-9933-efe63d58d3520;;1;860005696;3501;25723;7
00263ytu-5bc3-3c6a-9933-efe63d58d3521;;1;860005700;3502;25724;2
00263ytu-5bc3-3c6a-9933-efe63d58d3522;;1;860005704;3503;25725;3
00263ytu-5bc3-3c6a-9933-efe63d58d3523;;1;860005708;3504;25726;2
00263ytu-5bc3-3c6a-9933-efe63d58d3524;;1;860005712;3505;25727;7
00263ytu-5bc3-3c6a-9933-efe63d58d3525;;1;860005716;3506;25728;0
00263ytu-5bc3-3c6a-9933-efe63d58d3526;;1;860005720;3507;25729;0
00263ytu-5bc3-3c6a-9933-efe63d58d3527;;1;860005724;3508;25730;4
00263ytu-5bc3-3c6a-9933-efe63d58d3528;;1;860005728;3509;25731;6
00263ytu-5bc3-3c6a-9933-efe63d58d3529;;1;860005732;3510;25732;9
00263ytu-5bc3-3c6a-9933-efe63d58d3530;;1;860005736;3511;25733;9
00263ytu-5bc3-3c6a-9933-efe63d58d3531;;1;860005740;3512;25734;3
00263ytu-5bc3-3c6a-9933-efe63d58d3532;;1;860005744;3513;25735;4
00263ytu-5bc3-3c6a-9933-efe63d58d3533;;1;860005748;3514;25736;7
00263ytu-5bc3-3c6a-9933-efe63d58d3534;;1;860005752;3515;25737;3
00263ytu-5bc3-3c6a-9933-efe63d58d3535;;1;860005756;3516;25738;2
00263ytu-5bc3-3c6a-9933-efe63d58d3536;;1;860005760;3517;25739;4
00263ytu-5bc3-3c6a-9933-efe63d58d3537;;1;860005764;3518;25740;2
00263ytu-5bc3-3c6a-9933-efe63d58d3538;;1;860005768;3519;25741;9
00263ytu-5bc3-3c6a-9933-efe63d58d3539;;1;860005772;3520;25742;8
00263ytu-5bc3-3c6a-9933-efe63d58d3540;;1;860005776;3521;25743;0
00263ytu-5bc3-3c6a-9933-efe63d58d3541;;1;860005780;3522;25744;1
00263ytu-5bc3-3c6a-9933-efe63d58d3542;;1;860005784;3523;25745;8
00263ytu-5bc3-3c6a-9933-efe63d58d3543;;1;860005788;3524;25746;3
00263ytu-5bc3-3c6a-9933-efe63d58d3544;;1;860005792;3525;25747;3
00263ytu-5bc3-3c6a-9933-efe63d58d3545;;1;860005796;3526;25748;9
00263ytu-5bc3-3c6a-9933-efe63d58d3546;;1;860005800;3527;25749;8
00263ytu-5bc3-3c6a-9933-efe63d58d3547;;1;860005804;3528;25750;3
00263ytu-5bc3-3c6a-9933-efe63d58d3548;;1;860005808;3529;25751;5
00263ytu-5bc3-3c6a-9933-efe63d58d3549;;1;860005812;3530;25752;7
00263ytu-5bc3-3c6a-9933-efe63d58d3550;;1;860005816;3531;25753;7
00263ytu-5bc3-3c6a-9933-efe63d58d3551;;1;860005820;3532;25754;5
00263ytu-5bc3-3c6a-9933-efe63d58d3552;;1;860005824;3533;25755;2
00263ytu-5bc3-3c6a-9933-efe63d58d3553;;1;860005828;3534;25756;1
00263ytu-5bc3-3c6a-9933-efe63d58d3554;;1;860005832;3535;25757;7
00263ytu-5bc3-3c6a-9933-efe63d58d3555;;1;860005836;3536;25758;0
00263ytu-5bc3-3c6a-9933-efe63d58d3556;;1;860005840;3537;25759;5
00263ytu-5bc3-3c6a-9933-efe63d58d3557;;1;860005844;3538;25760;9
00263ytu-5bc3-3c6a-9933-efe63d58d3558;;1;860005848;3539;25761;3
00263ytu-5bc3-3c6a-9933-efe63d58d3559;;1;860005852;3540;25762;7
00263ytu-5bc3-3c6a-9933-efe63d58d3560;;1;860005856;3541;25763;6
00263ytu-5bc3-3c6a-9933-efe63d58d3561;;1;860005860;3542;25764;5
00263ytu-5bc3-3c6a-9933-efe63d58d3562;;1;860005864;3543;25765;4
00263ytu-5bc3-3c6a-9933-efe63d58d3563;;1;860005868;3544;25766;9
00263ytu-5bc3-3c6a-9933-efe63d58d3564;;1;860005872;3545;25767;5
00263ytu-5bc3-3c6a-9933-efe63d58d3565;;1;860005876;3546;25768;6
00263ytu-5bc3-3c6a-9933-efe63d58d3566;;1;860005880;3547;25769;2
00263ytu-5bc3-3c6a-9933-efe63d58d3567;;1;860005884;3548;25770;2
00263ytu-5bc3-3c6a-9933-efe63d58d3568;;1;860005888;3549;25771;1
00263ytu-5bc3-3c6a-9933-efe63d58d3569;;1;860005892;3550;25772;7
00263ytu-5bc3-3c6a-9933-efe63d58d3570;;1;860005896;3551;25773;2
00263ytu-5bc3-3c6a-9933-efe63d58d3571;;1;860005900;3552;25774;5
00263ytu-5bc3-3c6a-9933-efe63d58d3572;;1;860005904;3553;25775;8
00263ytu-5bc3-3c6a-9933-efe63d58d3573;;1;860005908;3554;25776;7
00263ytu-5bc3-3c6a-9933-efe63d58d3574;;1;860005912;3555;25777;0
00263ytu-5bc3-3c6a-9933-efe63d58d3575;;1;860005916;3556;25778;5
00263ytu-5bc3-3c6a-9933-efe63d58d3576;;1;860005920;3557;25779;2
00263ytu-5bc3-3c6a-9933-efe63d58d3577;;1;860005924;3558;25780;0
00263ytu-5bc3-3c6a-9933-efe63d58d3578;;1;860005928;3559;25781;6
00263ytu-5bc3-3c6a-9933-efe63d58d3579;;1;860005932;3560;25782;8
00263ytu-5bc3-3c6a-9933-efe63d58d3580;;1;860005936;3561;25783;9
00263ytu-5bc3-3c6a-9933-efe63d58d3581;;1;860005940;3562;25784;8
00263ytu-5bc3-3c6a-9933-efe63d58d3582;;1;860005944;3563;25785;5
00263ytu-5bc3-3c6a-9933-efe63d58d3583;;1;860005948;3564;25786;3
00263ytu-5bc3-3c6a-9933-efe63d58d3584;;1;860005952;3565;25787;2
00263ytu-5bc3-3c6a-9933-efe63d58d3585;;1;860005956;3566;25788;5
00263ytu-5bc3-3c6a-9933-efe63d58d3586;;1;860005960;3567;25789;3
00263ytu-5bc3-3c6a-9933-efe63d58d3587;;1;860005964;3568;25790;9
00263ytu-5bc3-3c6a-9933-efe63d58d3588;;1;860005968;3569;25791;4
00263ytu-5bc3-3c6a-9933-efe63d58d3589;;1;860005972;3570;25792;1
00263ytu-5bc3-3c6a-9933-efe63d58d3590;;1;860005976;3571;25793;7
00263ytu-5bc3-3c6a-9933-efe63d58d3591;;1;860005980;3572;25794;4
00263ytu-5bc3-3c6a-9933-efe63d58d3592;;1;860005984;3573;25795;6
00263ytu-5bc3-3c6a-9933-efe63d58d3593;;1;860005988;3574;25796;8
00263ytu-5bc3-3c6a-9933-efe63d58d3594;;1;860005992;3575;25797;9
00263ytu-5bc3-3c6a-9933-efe63d58d3595;;1;860005996;3576;25798;3
00263ytu-5bc3-3c6a-9933-efe63d58d3596;;1;860006000;3577;25799;3
00263ytu-5bc3-3c6a-9933-efe63d58d3597;;1;860006004;3578;25800;5
00263ytu-5bc3-3c6a-9933-efe63d58d3598;;1;860006008;3579;25801;6
00263ytu-5bc3-3c6a-9933-efe63d58d3599;;1;860006012;3580;25802;5
00263ytu-5bc3-3c6a-9933-efe63d58d3600;;1;860006016;3581;25803;2
00263ytu-5bc3-3c6a-9933-efe63d58d3601;;1;860006020;3582;25804;3
00263ytu-5bc3-3c6a-9933-efe63d58d3602;;1;860006024;3583;25805;5
00263ytu-5bc3-3c6a-9933-efe63d58d3603;;1;860006028;3584;25806;1
00263ytu-5bc3-3c6a-9933-efe63d58d3604;;1;860006032;3585;25807;5
00263ytu-5bc3-3c6a-9933-efe63d58d3605;;1;860006036;3586;25808;4
00263ytu-5bc3-3c6a-9933-efe63d58d3606;;1;860006040;3587;25809;2
00263ytu-5bc3-3c6a-9933-efe63d58d3607;;1;860006044;3588;25810;3
00263ytu-5bc3-3c6a-9933-efe63d58d3608;;1;860006048;3589;25811;1
00263ytu-5bc3-3c6a-9933-efe63d58d3609;;1;860006052;3590;25812;6
00263ytu-5bc3-3c6a-9933-efe63d58d3610;;1;860006056;3591;25813;3
00263ytu-5bc3-3c6a-9933-efe63d58d3611;;1;860006060;3592;25814;3
00263ytu-5bc3-3c6a-9933-efe63d58d3612;;1;860006064;3593;25815;4
00263ytu-5bc3-3c6a-9933-efe63d58d3613;;1;860006068;3594;25816;2
00263ytu-5bc3-3c6a-9933-efe63d58d3614;;1;860006072;3595;25817;2
00263ytu-5bc3-3c6a-9933-efe63d58d3615;;1;860006076;3596;25818;7
00263ytu-5bc3-3c6a-9933-efe63d58d3616;;1;860006080;3597;25819;2
00263ytu-5bc3-3c6a-9933-efe63d58d3617;;1;860006084;3598;25820;8
00263ytu-5bc3-3c6a-9933-efe63d58d3618;;1;860006088;3599;25821;5
00263ytu-5bc3-3c6a-9933-efe63d58d3619;;1;860006092;3600;25822;1
00263ytu-5bc3-3c6a-9933-efe63d58d3620;;1;860006096;3601;25823;3
00263ytu-5bc3-3c6a-9933-efe63d58d3621;;1;860006100;3602;25824;7
00263ytu-5bc3-3c6a-9933-efe63d58d3622;;1;860006104;3603;25825;5
00263ytu-5bc3-3c6a-9933-efe63d58d3623;;1;860006108;3604;25826;7
00263ytu-5bc3-3c6a-9933-efe63d58d3624;;1;860006112;3605;25827;6
00263ytu-5bc3-3c6a-9933-efe63d58d3625;;1;860006116;3606;25828;6
00263ytu-5bc3-3c6a-9933-efe63d58d3626;;1;860006120;3607;25829;9
00263ytu-5bc3-3c6a-9933-efe63d58d3627;;1;860006124;3608;25830;3
00263ytu-5bc3-3c6a-9933-efe63d58d3628;;1;860006128;3609;25831;1
00263ytu-5bc3-3c6a-9933-efe63d58d3629;;1;860006132;3610;25832;3
00263ytu-5bc3-3c6a-9933-efe63d58d3630;;1;860006136;3611;25833;8
00263ytu-5bc3-3c6a-9933-efe63d58d3631;;1;860006140;3612;25834;1
00263ytu-5bc3-3c6a-9933-efe63d58d3632;;1;860006144;3613;25835;4
00263ytu-5bc3-3c6a-9933-efe63d58d3633;;1;860006148;3614;25836;2
00263ytu-5bc3-3c6a-9933-efe63d58d3634;;1;860006152;3615;25837;6
00263ytu-5bc3-3c6a-9933-efe63d58d3635;;1;860006156;3616;25838;1
00263ytu-5bc3-3c6a-9933-efe63d58d3636;;1;860006160;3617;25839;5
00263ytu-5bc3-3c6a-9933-efe63d58d3637;;1;860006164;3618;25840;1
00263ytu-5bc3-3c6a-9933-efe63d58d3638;;1;860006168;3619;25841;1
00263ytu-5bc3-3c6a-9933-efe63d58d3639;;1;860006172;3620;25842;9
00263ytu-5bc3-3c6a-9933-efe63d58d3640;;1;860006176;3621;25843;8
00263ytu-5bc3-3c6a-9933-efe63d58d3641;;1;860006180;3622;25844;7
00263ytu-5bc3-3c6a-9933-efe63d58d3642;;1;860006184;3623;25845;7
00263ytu-5bc3-3c6a-9933-efe63d58d3643;;1;860006188;3624;25846;0
00263ytu-5bc3-3c6a-9933-efe63d58d3644;;1;860006192;3625;25847;2
00263ytu-5bc3-3c6a-9933-efe63d58d3645;;1;860006196;3626;25848;2
00263ytu-5bc3-3c6a-9933-efe63d58d3646;;1;860006200;3627;25849;4
00263ytu-5bc3-3c6a-9933-efe63d58d3647;;1;860006204;3628;25850;1
00263ytu-5bc3-3c6a-9933-efe63d58d3648;;1;860006208;3629;25851;4
00263ytu-5bc3-3c6a-9933-efe63d58d3649;;1;860006212;3630;25852;0
00263ytu-5bc3-3c6a-9933-efe63d58d3650;;1;860006216;3631;25853;5
00263ytu-5bc3-3c6a-9933-efe63d58d3651;;1;860006220;3632;25854;3
00263ytu-5bc3-3c6a-9933-efe63d58d3652;;1;860006224;3633;25855;9
00263ytu-5bc3-3c6a-9933-efe63d58d3653;;1;860006228;3634;25856;9
00263ytu-5bc3-3c6a-9933-efe63d58d3654;;1;860006232;3635;25857;5
00263ytu-5bc3-3c6a-9933-efe63d58d3655;;1;860006236;3636;25858;7
00263ytu-5bc3-3c6a-9933-efe63d58d3656;;1;860006240;3637;25859;8
00263ytu-5bc3-3c6a-9933-efe63d58d3657;;1;860006244;3638;25860;4
00263ytu-5bc3-3c6a-9933-efe63d58d3658;;1;860006248;3639;25861;9
00263ytu-5bc3-3c6a-9933-efe63d58d3659;;1;860006252;3640;25862;5
00263ytu-5bc3-3c6a-9933-efe63d58d3660;;1;860006256;3641;25863;9
00263ytu-5bc3-3c6a-9933-efe63d58d3661;;1;860006260;3642;25864;7
00263ytu-5bc3-3c6a-9933-efe63d58d3662;;1;860006264;3643;25865;1
00263ytu-5bc3-3c6a-9933-efe63d58d3663;;1;860006268;3644;25866;4
00263ytu-5bc3-3c6a-9933-efe63d58d3664;;1;860006272;3645;25867;0
00263ytu-5bc3-3c6a-9933-efe63d58d3665;;1;860006276;3646;25868;5
00263ytu-5bc3-3c6a-9933-efe63d58d3666;;1;860006280;3647;25869;5
00263ytu-5bc3-3c6a-9933-efe63d58d3667;;1;860006284;3648;25870;8
00263ytu-5bc3-3c6a-9933-efe63d58d3668;;1;860006288;3649;25871;0
00263ytu-5bc3-3c6a-9933-efe63d58d3669;;1;860006292;3650;25872;9
00263ytu-5bc3-3c6a-9933-efe63d58d3670;;1;860006296;3651;25873;0
00263ytu-5bc3-3c6a-9933-efe63d58d3671;;1;860006300;3652;25874;7
00263ytu-5bc3-3c6a-9933-efe63d58d3672;;1;860006304;3653;25875;1
00263ytu-5bc3-3c6a-9933-efe63d58d3673;;1;860006308;3654;25876;7
00263ytu-5bc3-3c6a-9933-efe63d58d3674;;1;860006312;3655;25877;1
00263ytu-5bc3-3c6a-9933-efe63d58d3675;;1;860006316;3656;25878;1
00263ytu-5bc3-3c6a-9933-efe63d58d3676;;1;860006320;3657;25879;6
00263ytu-5bc3-3c6a-9933-efe63d58d3677;;1;860006324;3658;25880;2
00263ytu-5bc3-3c6a-9933-efe63d58d3678;;1;860006328;3659;25881;0
00263ytu-5bc3-3c6a-9933-efe63d58d3679;;1;860006332;3660;25882;1
00263ytu-5bc3-3c6a-9933-efe63d58d3680;;1;860006336;3661;25883;3
00263ytu-5bc3-3c6a-9933-efe63d58d3681;;1;860006340;3662;25884;0
00263ytu-5bc3-3c6a-9933-efe63d58d3682;;1;860006344;3663;25885;4
00263ytu-5bc3-3c6a-9933-efe63d58d3683;;1;860006348;3664;25886;6
00263ytu-5bc3-3c6a-9933-efe63d58d3684;;1;860006352;3665;25887;6
00263ytu-5bc3-3c6a-9933-efe63d58d3685;;1;860006356;3666;25888;1
00263ytu-5bc3-3c6a-9933-efe63d58d3686;;1;860006360;3667;25889;6
00263ytu-5bc3-3c6a-9933-efe63d58d3687;;1;860006364;3668;25890;1
00263ytu-5bc3-3c6a-9933-efe63d58d3688;;1;860006368;3669;25891;0
00263ytu-5bc3-3c6a-9933-efe63d58d3689;;1;860006372;3670;25892;7
00263ytu-5bc3-3c6a-9933-efe63d58d3690;;1;860006376;3671;25893;3
00263ytu-5bc3-3c6a-9933-efe63d58d3691;;1;860006380;3672;25894;7
00263ytu-5bc3-3c6a-9933-efe63d58d3692;;1;860006384;3673;25895;3
00263ytu-5bc3-3c6a-9933-efe63d58d3693;;1;860006388;3674;25896;3
00263ytu-5bc3-3c6a-9933-efe63d58d3694;;1;860006392;3675;25897;6
00263ytu-5bc3-3c6a-9933-efe63d58d3695;;1;860006396;3676;25898;4
00263ytu-5bc3-3c6a-9933-efe63d58d3696;;1;860006400;3677;25899;4
00263ytu-5bc3-3c6a-9933-efe63d58d3697;;1;860006404;3678;25900;7
00263ytu-5bc3-3c6a-9933-efe63d58d3698;;1;860006408;3679;25901;3
00263ytu-5bc3-3c6a-9933-efe63d58d3699;;1;860006412;3680;25902;0
00263ytu-5bc3-3c6a-9933-efe63d58d3700;;1;860006416;3681;25903;1
00263ytu-5bc3-3c6a-9933-efe63d58d3701;;1;860006420;3682;25904;5
00263ytu-5bc3-3c6a-9933-efe63d58d3702;;1;860006424;3683;25905;2
00263ytu-5bc3-3c6a-9933-efe63d58d3703;;1;860006428;3684;25906;4
00263ytu-5bc3-3c6a-9933-efe63d58d3704;;1;860006432;3685;25907;8
00263ytu-5bc3-3c6a-9933-efe63d58d3705;;1;860006436;3686;25908;4
00263ytu-5bc3-3c6a-9933-efe63d58d3706;;1;860006440;3687;25909;0
00263ytu-5bc3-3c6a-9933-efe63d58d3707;;1;860006444;3688;25910;9
00263ytu-5bc3-3c6a-9933-efe63d58d3708;;1;860006448;3689;25911;4
00263ytu-5bc3-3c6a-9933-efe63d58d3709;;1;860006452;3690;25912;4
00263ytu-5bc3-3c6a-9933-efe63d58d3710;;1;860006456;3691;25913;8
00263ytu-5bc3-3c6a-9933-efe63d58d3711;;1;860006460;3692;25914;2
00263ytu-5bc3-3c6a-9933-efe63d58d3712;;1;860006464;3693;25915;7
00263ytu-5bc3-3c6a-9933-efe63d58d3713;;1;860006468;3694;25916;9
00263ytu-5bc3-3c6a-9933-efe63d58d3714;;1;860006472;3695;25917;2
00263ytu-5bc3-3c6a-9933-efe63d58d3715;;1;860006476;3696;25918;5
00263ytu-5bc3-3c6a-9933-efe63d58d3716;;1;860006480;3697;25919;6
00263ytu-5bc3-3c6a-9933-efe63d58d3717;;1;860006484;3698;25920;1
00263ytu-5bc3-3c6a-9933-efe63d58d3718;;1;860006488;3699;25921;9
00263ytu-5bc3-3c6a-9933-efe63d58d3719;;1;860006492;3700;25922;8
00263ytu-5bc3-3c6a-9933-efe63d58d3720;;1;860006496;3701;25923;9
00263ytu-5bc3-3c6a-9933-efe63d58d3721;;1;860006500;3702;25924;3
00263ytu-5bc3-3c6a-9933-efe63d58d3722;;1;860006504;3703;25925;5
00263ytu-5bc3-3c6a-9933-efe63d58d3723;;1;860006508;3704;25926;3
00263ytu-5bc3-3c6a-9933-efe63d58d3724;;1;860006512;3705;25927;6
00263ytu-5bc3-3c6a-9933-efe63d58d3725;;1;860006516;3706;25928;4
00263ytu-5bc3-3c6a-9933-efe63d58d3726;;1;860006520;3707;25929;1
00263ytu-5bc3-3c6a-9933-efe63d58d3727;;1;860006524;3708;25930;8
00263ytu-5bc3-3c6a-9933-efe63d58d3728;;1;860006528;3709;25931;1
00263ytu-5bc3-3c6a-9933-efe63d58d3729;;1;860006532;3710;25932;1
00263ytu-5bc3-3c6a-9933-efe63d58d3730;;1;860006536;3711;25933;8
00263ytu-5bc3-3c6a-9933-efe63d58d3731;;1;860006540;3712;25934;3
00263ytu-5bc3-3c6a-9933-efe63d58d3732;;1;860006544;3713;25935;1
00263ytu-5bc3-3c6a-9933-efe63d58d3733;;1;860006548;3714;25936;5
00263ytu-5bc3-3c6a-9933-efe63d58d3734;;1;860006552;3715;25937;9
00263ytu-5bc3-3c6a-9933-efe63d58d3735;;1;860006556;3716;25938;0
00263ytu-5bc3-3c6a-9933-efe63d58d3736;;1;860006560;3717;25939;0
00263ytu-5bc3-3c6a-9933-efe63d58d3737;;1;860006564;3718;25940;2
00263ytu-5bc3-3c6a-9933-efe63d58d3738;;1;860006568;3719;25941;7
00263ytu-5bc3-3c6a-9933-efe63d58d3739;;1;860006572;3720;25942;1
00263ytu-5bc3-3c6a-9933-efe63d58d3740;;1;860006576;3721;25943;9
00263ytu-5bc3-3c6a-9933-efe63d58d3741;;1;860006580;3722;25944;9
00263ytu-5bc3-3c6a-9933-efe63d58d3742;;1;860006584;3723;25945;2
00263ytu-5bc3-3c6a-9933-efe63d58d3743;;1;860006588;3724;25946;7
00263ytu-5bc3-3c6a-9933-efe63d58d3744;;1;860006592;3725;25947;2
00263ytu-5bc3-3c6a-9933-efe63d58d3745;;1;860006596;3726;25948;3
00263ytu-5bc3-3c6a-9933-efe63d58d3746;;1;860006600;3727;25949;1
00263ytu-5bc3-3c6a-9933-efe63d58d3747;;1;860006604;3728;25950;2
00263ytu-5bc3-3c6a-9933-efe63d58d3748;;1;860006608;3729;25951;8
00263ytu-5bc3-3c6a-9933-efe63d58d3749;;1;860006612;3730;25952;8
00263ytu-5bc3-3c6a-9933-efe63d58d3750;;1;860006616;3731;25953;5
00263ytu-5bc3-3c6a-9933-efe63d58d3751;;1;860006620;3732;25954;3
00263ytu-5bc3-3c6a-9933-efe63d58d3752;;1;860006624;3733;25955;1
00263ytu-5bc3-3c6a-9933-efe63d58d3753;;1;860006628;3734;25956;5
00263ytu-5bc3-3c6a-9933-efe63d58d3754;;1;860006632;3735;25957;0
00263ytu-5bc3-3c6a-9933-efe63d58d3755;;1;860006636;3736;25958;0
00263ytu-5bc3-3c6a-9933-efe63d58d3756;;1;860006640;3737;25959;5
00263ytu-5bc3-3c6a-9933-efe63d58d3757;;1;860006644;3738;25960;9
00263ytu-5bc3-3c6a-9933-efe63d58d3758;;1;860006648;3739;25961;0
00263ytu-5bc3-3c6a-9933-efe63d58d3759;;1;860006652;3740;25962;8
00263ytu-5bc3-3c6a-9933-efe63d58d3760;;1;860006656;3741;25963;3
00263ytu-5bc3-3c6a-9933-efe63d58d3761;;1;860006660;3742;25964;6
00263ytu-5bc3-3c6a-9933-efe63d58d3762;;1;860006664;3743;25965;5
00263ytu-5bc3-3c6a-9933-efe63d58d3763;;1;860006668;3744;25966;6
00263ytu-5bc3-3c6a-9933-efe63d58d3764;;1;860006672;3745;25967;9
00263ytu-5bc3-3c6a-9933-efe63d58d3765;;1;860006676;3746;25968;8
00263ytu-5bc3-3c6a-9933-efe63d58d3766;;1;860006680;3747;25969;6
00263ytu-5bc3-3c6a-9933-efe63d58d3767;;1;860006684;3748;25970;7
00263ytu-5bc3-3c6a-9933-efe63d58d3768;;1;860006688;3749;25971;6
00263ytu-5bc3-3c6a-9933-efe63d58d3769;;1;860006692;3750;25972;2
00263ytu-5bc3-3c6a-9933-efe63d58d3770;;1;860006696;3751;25973;9
00263ytu-5bc3-3c6a-9933-efe63d58d3771;;1;860006700;3752;25974;7
00263ytu-5bc3-3c6a-9933-efe63d58d3772;;1;860006704;3753;25975;8
00263ytu-5bc3-3c6a-9933-efe63d58d3773;;1;860006708;3754;25976;8
00263ytu-5bc3-3c6a-9933-efe63d58d3774;;1;860006712;3755;25977;0
00263ytu-5bc3-3c6a-9933-efe63d58d3775;;1;860006716;3756;25978;0
00263ytu-5bc3-3c6a-9933-efe63d58d3776;;1;860006720;3757;25979;4
00263ytu-5bc3-3c6a-9933-efe63d58d3777;;1;860006724;3758;25980;1
00263ytu-5bc3-3c6a-9933-efe63d58d3778;;1;860006728;3759;25981;1
00263ytu-5bc3-3c6a-9933-efe63d58d3779;;1;860006732;3760;25982;1
00263ytu-5bc3-3c6a-9933-efe63d58d3780;;1;860006736;3761;25983;9
00263ytu-5bc3-3c6a-9933-efe63d58d3781;;1;860006740;3762;25984;9
00263ytu-5bc3-3c6a-9933-efe63d58d3782;;1;860006744;3763;25985;3
00263ytu-5bc3-3c6a-9933-efe63d58d3783;;1;860006748;3764;25986;9
00263ytu-5bc3-3c6a-9933-efe63d58d3784;;1;860006752;3765;25987;6
00263ytu-5bc3-3c6a-9933-efe63d58d3785;;1;860006756;3766;25988;6
00263ytu-5bc3-3c6a-9933-efe63d58d3786;;1;860006760;3767;25989;4
00263ytu-5bc3-3c6a-9933-efe63d58d3787;;1;860006764;3768;25990;8
00263ytu-5bc3-3c6a-9933-efe63d58d3788;;1;860006768;3769;25991;1
00263ytu-5bc3-3c6a-9933-efe63d58d3789;;1;860006772;3770;25992;6
00263ytu-5bc3-3c6a-9933-efe63d58d3790;;1;860006776;3771;25993;4
00263ytu-5bc3-3c6a-9933-efe63d58d3791;;1;860006780;3772;25994;8
00263ytu-5bc3-3c6a-9933-efe63d58d3792;;1;860006784;3773;25995;3
00263ytu-5bc3-3c6a-9933-efe63d58d3793;;1;860006788;3774;25996;0
00263ytu-5bc3-3c6a-9933-efe63d58d3794;;1;860006792;3775;25997;3
00263ytu-5bc3-3c6a-9933-efe63d58d3795;;1;860006796;3776;25998;1
00263ytu-5bc3-3c6a-9933-efe63d58d3796;;1;860006800;3777;25999;4
00263ytu-5bc3-3c6a-9933-efe63d58d3797;;1;860006804;3778;26000;2
00263ytu-5bc3-3c6a-9933-efe63d58d3798;;1;860006808;3779;26001;6
00263ytu-5bc3-3c6a-9933-efe63d58d3799;;1;860006812;3780;26002;1
00263ytu-5bc3-3c6a-9933-efe63d58d3800;;1;860006816;3781;26003;8
00263ytu-5bc3-3c6a-9933-efe63d58d3801;;1;860006820;3782;26004;3
00263ytu-5bc3-3c6a-9933-efe63d58d3802;;1;860006824;3783;26005;4
00263ytu-5bc3-3c6a-9933-efe63d58d3803;;1;860006828;3784;26006;0
00263ytu-5bc3-3c6a-9933-efe63d58d3804;;1;860006832;3785;26007;9
00263ytu-5bc3-3c6a-9933-efe63d58d3805;;1;860006836;3786;26008;0
00263ytu-5bc3-3c6a-9933-efe63d58d3806;;1;860006840;3787;26009;6
00263ytu-5bc3-3c6a-9933-efe63d58d3807;;1;860006844;3788;26010;8
00263ytu-5bc3-3c6a-9933-efe63d58d3808;;1;860006848;3789;26011;3
00263ytu-5bc3-3c6a-9933-efe63d58d3809;;1;860006852;3790;26012;2
00263ytu-5bc3-3c6a-9933-efe63d58d3810;;1;860006856;3791;26013;6
00263ytu-5bc3-3c6a-9933-efe63d58d3811;;1;860006860;3792;26014;8
00263ytu-5bc3-3c6a-9933-efe63d58d3812;;1;860006864;3793;26015;1
00263ytu-5bc3-3c6a-9933-efe63d58d3813;;1;860006868;3794;26016;3
00263ytu-5bc3-3c6a-9933-efe63d58d3814;;1;860006872;3795;26017;7
00263ytu-5bc3-3c6a-9933-efe63d58d3815;;1;860006876;3796;26018;9
00263ytu-5bc3-3c6a-9933-efe63d58d3816;;1;860006880;3797;26019;9
00263ytu-5bc3-3c6a-9933-efe63d58d3817;;1;860006884;3798;26020;0
00263ytu-5bc3-3c6a-9933-efe63d58d3818;;1;860006888;3799;26021;3
00263ytu-5bc3-3c6a-9933-efe63d58d3819;;1;860006892;3800;26022;0
00263ytu-5bc3-3c6a-9933-efe63d58d3820;;1;860006896;3801;26023;7
00263ytu-5bc3-3c6a-9933-efe63d58d3821;;1;860006900;3802;26024;8
